Time_Interval,Revenue
12:00–13:00,241696.0
09:00–10:00,121159.0
18:00–19:00,104286.0
10:00–11:00,89970.0
15:00–16:00,65642.0
11:00–12:00,65566.0
14:00–15:00,64878.0
17:00–18:00,50459.0
06:00–07:00,45253.0
16:00–17:00,43722.0
08:00–09:00,23237.0
13:00–14:00,13687.0
19:00–20:00,13680.0
07:00–08:00,5665.0
20:00–21:00,2812.0
22:00–23:00,2676.0
21:00–22:00,312.0
